Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	15/351	6.143525e-02	3.183324e-01	0	0	1.598030e+00	4.458140e+00	COL26A1;FLII;LOXL3;HIP1R;PLOD3;RHOC;RND2;TSPAN33;CORO1C;COL1A1;NCSTN;MPRIP;COL5A3;COL6A1;TUBGCP3
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	14/322	6.177091e-02	3.183324e-01	0	0	1.626423e+00	4.528487e+00	ACVRL1;MAP2K1;DNMT1;SPI1;CELF1;PDGFB;LRP3;HDAC9;CRKL;SMO;DGKQ;CCL3;LGALS9;APOE
GO_Biological_Process_2021	protein trimerization (GO:0070206)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	SLC1A2;SLC1A5
GO_Biological_Process_2021	regulation of amyloid fibril formation (GO:1905906)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	PFDN2;APOE
GO_Biological_Process_2021	regulation of branching involved in ureteric bud morphogenesis (GO:0090189)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	SMO;SOX9
GO_Biological_Process_2021	regulation of clathrin-dependent endocytosis (GO:2000369)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	HIP1R;UNC119
GO_Biological_Process_2021	regulation of dephosphorylation (GO:0035303)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	INPP5K;SMG5
GO_Biological_Process_2021	regulation of extracellular matrix disassembly (GO:0010715)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	DDR1;FGFR4
GO_Biological_Process_2021	regulation of extracellular matrix organization (GO:1903053)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	DDR1;FGFR4
GO_Biological_Process_2021	dermatan sulfate proteoglycan biosynthetic process (GO:0050651)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	BCAN;NCAN
GO_Biological_Process_2021	electron transport chain (GO:0022900)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	POR;ETFB
GO_Biological_Process_2021	G protein-coupled glutamate receptor signaling pathway (GO:0007216)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	GRM3;GRIK3
GO_Biological_Process_2021	GTP metabolic process (GO:0046039)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	IMPDH1;RAB23
GO_Biological_Process_2021	medium-chain fatty acid metabolic process (GO:0051791)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	ABHD3;CROT
GO_Biological_Process_2021	negative regulation of leukocyte activation (GO:0002695)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	IL4;NR1H3
GO_Biological_Process_2021	positive regulation of heterotypic cell-cell adhesion (GO:0034116)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	LCK;CD44
GO_Biological_Process_2021	positive regulation of protein export from nucleus (GO:0046827)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	TPR;EMD
GO_Biological_Process_2021	protein homotrimerization (GO:0070207)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	SLC1A2;SLC1A5
GO_Biological_Process_2021	protein kinase A signaling (GO:0010737)	2/15	6.238154e-02	3.183324e-01	0	0	5.467023e+00	1.516818e+01	PRKACA;PRKACB
GO_Biological_Process_2021	negative regulation of protein serine/threonine kinase activity (GO:0071901)	5/78	6.324016e-02	3.221787e-01	0	0	2.439817e+00	6.735884e+00	CDKN1B;APC;AKT1;INPP5K;APOE
GO_Biological_Process_2021	protein sumoylation (GO:0016925)	4/55	6.397067e-02	3.242870e-01	0	0	2.791869e+00	7.675771e+00	PIAS4;RANBP2;TRIM28;TPR
GO_Biological_Process_2021	pyruvate metabolic process (GO:0006090)	4/55	6.397067e-02	3.242870e-01	0	0	2.791869e+00	7.675771e+00	SRR;DLAT;ENO2;HK2
GO_Biological_Process_2021	glycoprotein metabolic process (GO:0009100)	4/55	6.397067e-02	3.242870e-01	0	0	2.791869e+00	7.675771e+00	PRKCSH;ST8SIA6;MAN2B1;LARGE1
GO_Biological_Process_2021	B cell receptor signaling pathway (GO:0050853)	3/34	6.572505e-02	3.304539e-01	0	0	3.442042e+00	9.370185e+00	CD79A;LCK;SH2B2
GO_Biological_Process_2021	regulation of glucose metabolic process (GO:0010906)	3/34	6.572505e-02	3.304539e-01	0	0	3.442042e+00	9.370185e+00	AKT2;DGKQ;AKT1
GO_Biological_Process_2021	epithelial tube morphogenesis (GO:0060562)	3/34	6.572505e-02	3.304539e-01	0	0	3.442042e+00	9.370185e+00	ACVRL1;SHH;CCM2
GO_Biological_Process_2021	negative regulation of blood vessel endothelial cell migration (GO:0043537)	3/34	6.572505e-02	3.304539e-01	0	0	3.442042e+00	9.370185e+00	ACVRL1;JUP;APOE
GO_Biological_Process_2021	positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	3/34	6.572505e-02	3.304539e-01	0	0	3.442042e+00	9.370185e+00	SPI1;STAT3;PDGFB
GO_Biological_Process_2021	mRNA transport (GO:0051028)	6/104	6.676809e-02	3.351496e-01	0	0	2.182095e+00	5.905905e+00	RANBP2;SLBP;CHTOP;MCM3AP;TPR;SMG5
GO_Biological_Process_2021	regulation of response to external stimulus (GO:0032101)	7/130	6.732541e-02	3.364564e-01	0	0	2.029460e+00	5.475925e+00	HCK;CELF1;SHPK;BCL6B;GGT1;CALM1;METAP1
GO_Biological_Process_2021	mitochondrial transport (GO:0006839)	4/56	6.746652e-02	3.364564e-01	0	0	2.738038e+00	7.382090e+00	OXA1L;TOMM40;TIMM44;SPG7
GO_Biological_Process_2021	negative regulation of metabolic process (GO:0009892)	4/56	6.746652e-02	3.364564e-01	0	0	2.738038e+00	7.382090e+00	STK11;APOC2;TFE3;NR1H3
GO_Biological_Process_2021	positive regulation of interleukin-1 beta production (GO:0032731)	4/56	6.746652e-02	3.364564e-01	0	0	2.738038e+00	7.382090e+00	STAT3;CCL3;HSPB1;LGALS9
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	5/80	6.896088e-02	3.372551e-01	0	0	2.374510e+00	6.349952e+00	IL4;MAPK7;TMBIM1;AKT1;HMOX1
GO_Biological_Process_2021	cellular response to metal ion (GO:0071248)	7/131	6.953527e-02	3.372551e-01	0	0	2.012990e+00	5.366471e+00	SYT5;DAXX;CDKN1B;CDH1;RASA4;AKT1;MCOLN1
GO_Biological_Process_2021	purine ribonucleoside monophosphate biosynthetic process (GO:0009168)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	IMPDH1;AMPD3
GO_Biological_Process_2021	regulation of amyloid-beta clearance (GO:1900221)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	IL4;APOE
GO_Biological_Process_2021	basement membrane organization (GO:0071711)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	HPN;NID1
GO_Biological_Process_2021	regulation of cholesterol storage (GO:0010885)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	NR1H3;PPARD
GO_Biological_Process_2021	regulation of interleukin-13 production (GO:0032656)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	IL4;LGALS9
GO_Biological_Process_2021	regulation of isotype switching (GO:0045191)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	IL4;PAXIP1
GO_Biological_Process_2021	regulation of mitotic sister chromatid separation (GO:0010965)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	UBE2C;TPR
GO_Biological_Process_2021	regulation of phosphate metabolic process (GO:0019220)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	IL4;SMG5
GO_Biological_Process_2021	eosinophil chemotaxis (GO:0048245)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	CCL24;CCL3
GO_Biological_Process_2021	eosinophil migration (GO:0072677)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	CCL24;CCL3
GO_Biological_Process_2021	glycosphingolipid biosynthetic process (GO:0006688)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	ST8SIA6;LARGE1
GO_Biological_Process_2021	transepithelial transport (GO:0070633)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	SLC1A2;SLC1A3
GO_Biological_Process_2021	negative regulation of cell-substrate junction organization (GO:0150118)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	ACVRL1;CORO1C
GO_Biological_Process_2021	negative regulation of focal adhesion assembly (GO:0051895)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	ACVRL1;CORO1C
GO_Biological_Process_2021	negative regulation of macrophage activation (GO:0043031)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	IL4;NR1H3
GO_Biological_Process_2021	negative regulation of platelet activation (GO:0010544)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	PDGFB;APOE
GO_Biological_Process_2021	platelet-derived growth factor receptor signaling pathway (GO:0048008)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	FER;PDGFB
GO_Biological_Process_2021	positive regulation of alpha-beta T cell proliferation (GO:0046641)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	EBI3;LGALS9
GO_Biological_Process_2021	positive regulation of isotype switching (GO:0045830)	2/16	7.003265e-02	3.372551e-01	0	0	5.076260e+00	1.349673e+01	IL4;PAXIP1
GO_Biological_Process_2021	regulation of lipid biosynthetic process (GO:0046890)	3/35	7.048104e-02	3.372551e-01	0	0	3.334306e+00	8.843953e+00	MLXIPL;AKT1;APOE
GO_Biological_Process_2021	regulation of trans-synaptic signaling (GO:0099177)	3/35	7.048104e-02	3.372551e-01	0	0	3.334306e+00	8.843953e+00	GRIK5;CACNA1B;GRIK3
GO_Biological_Process_2021	respiratory system development (GO:0060541)	3/35	7.048104e-02	3.372551e-01	0	0	3.334306e+00	8.843953e+00	SHH;ITGA3;LOXL3
GO_Biological_Process_2021	intracellular pH reduction (GO:0051452)	3/35	7.048104e-02	3.372551e-01	0	0	3.334306e+00	8.843953e+00	ATP6V1B2;TCIRG1;CLCN3
GO_Biological_Process_2021	lung development (GO:0030324)	3/35	7.048104e-02	3.372551e-01	0	0	3.334306e+00	8.843953e+00	SHH;ITGA3;LOXL3
GO_Biological_Process_2021	regulation of mitotic nuclear division (GO:0007088)	4/57	7.105931e-02	3.394933e-01	0	0	2.686239e+00	7.103061e+00	TOM1L2;CAV2;INSR;PDGFB
GO_Biological_Process_2021	RNA export from nucleus (GO:0006405)	6/106	7.180489e-02	3.419916e-01	0	0	2.138232e+00	5.631681e+00	RANBP2;SLBP;CHTOP;MCM3AP;TPR;SMG5
GO_Biological_Process_2021	small GTPase mediated signal transduction (GO:0007264)	6/106	7.180489e-02	3.419916e-01	0	0	2.138232e+00	5.631681e+00	DNMT1;RGS19;TRIM28;ARHGEF18;RIN2;CRKL
GO_Biological_Process_2021	positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	5/81	7.192510e-02	3.420339e-01	0	0	2.343145e+00	6.167463e+00	DDT;STAT3;CCL3;HSPB1;LGALS9
GO_Biological_Process_2021	mRNA export from nucleus (GO:0006406)	6/107	7.440296e-02	3.524960e-01	0	0	2.116952e+00	5.500391e+00	RANBP2;SLBP;CHTOP;MCM3AP;TPR;SMG5
GO_Biological_Process_2021	regulation of calcium ion transport (GO:0051924)	4/58	7.474806e-02	3.524960e-01	0	0	2.636357e+00	6.837741e+00	CCL3;INPP5K;SRI;CD33
GO_Biological_Process_2021	regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	5/82	7.495815e-02	3.524960e-01	0	0	2.312595e+00	5.991531e+00	CDKN1B;APC;CCNE1;PDGFB;AKT1
GO_Biological_Process_2021	cell-cell junction organization (GO:0045216)	5/82	7.495815e-02	3.524960e-01	0	0	2.312595e+00	5.991531e+00	CDH4;ARVCF;CADM3;JUP;CDH1
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	5/82	7.495815e-02	3.524960e-01	0	0	2.312595e+00	5.991531e+00	NCSTN;EFNB3;EFNA2;AP2A2;EPHB3
GO_Biological_Process_2021	activation of adenylate cyclase activity (GO:0007190)	3/36	7.538732e-02	3.524960e-01	0	0	3.233100e+00	8.357940e+00	ADCY9;ADORA3;RAF1
GO_Biological_Process_2021	regulation of cardiac muscle contraction (GO:0055117)	3/36	7.538732e-02	3.524960e-01	0	0	3.233100e+00	8.357940e+00	SRI;PRKACA;CALM1
GO_Biological_Process_2021	regulation of cell cycle G1/S phase transition (GO:1902806)	3/36	7.538732e-02	3.524960e-01	0	0	3.233100e+00	8.357940e+00	CDKN1B;PAF1;PTPN6
GO_Biological_Process_2021	regulation of defense response to virus by host (GO:0050691)	3/36	7.538732e-02	3.524960e-01	0	0	3.233100e+00	8.357940e+00	IL4;EIF2AK4;IL12RB1
GO_Biological_Process_2021	embryonic limb morphogenesis (GO:0030326)	3/36	7.538732e-02	3.524960e-01	0	0	3.233100e+00	8.357940e+00	RARG;SHH;MAP3K20
GO_Biological_Process_2021	transferrin transport (GO:0033572)	3/36	7.538732e-02	3.524960e-01	0	0	3.233100e+00	8.357940e+00	ATP6V1B2;TCIRG1;MCOLN1
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	11/246	7.776843e-02	3.563139e-01	0	0	1.671882e+00	4.270019e+00	SHH;FER;JUP;SMO;CRTC1;STAT3;AKT1;TRIM25;LGALS9;IKBKG;MID2
GO_Biological_Process_2021	acyl-CoA biosynthetic process (GO:0071616)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	SLC25A1;GCDH
GO_Biological_Process_2021	purine ribonucleotide transport (GO:0015868)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	SLC25A42;SLC19A1
GO_Biological_Process_2021	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	CALM1;PRKACA
GO_Biological_Process_2021	regulation of cellular respiration (GO:0043457)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	IL4;CBFA2T3
GO_Biological_Process_2021	regulation of steroid biosynthetic process (GO:0050810)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	DGKQ;FGFR4
GO_Biological_Process_2021	reverse cholesterol transport (GO:0043691)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	APOC2;APOE
GO_Biological_Process_2021	mesenchyme morphogenesis (GO:0072132)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	ACVRL1;SOX9
GO_Biological_Process_2021	vasculature development (GO:0001944)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	ACVRL1;STK11
GO_Biological_Process_2021	modified amino acid transport (GO:0072337)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	CTNS;SLC19A1
GO_Biological_Process_2021	negative regulation of ATP metabolic process (GO:1903579)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	MLXIPL;CBFA2T3
GO_Biological_Process_2021	positive regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045737)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	PDGFB;AKT1
GO_Biological_Process_2021	positive regulation of cytokine production involved in inflammatory response (GO:1900017)	2/17	7.797044e-02	3.563139e-01	0	0	4.737599e+00	1.208763e+01	STAT3;IL17RA
GO_Biological_Process_2021	regulation of interleukin-1 beta production (GO:0032651)	5/83	7.805965e-02	3.563139e-01	0	0	2.282829e+00	5.821858e+00	STAT3;CCL3;HSPB1;LGALS9;CD33
GO_Biological_Process_2021	regulation of Notch signaling pathway (GO:0008593)	5/83	7.805965e-02	3.563139e-01	0	0	2.282829e+00	5.821858e+00	JAG2;MMP14;STAT3;AKT1;EPN2
GO_Biological_Process_2021	positive regulation of plasma membrane bounded cell projection assembly (GO:0120034)	5/83	7.805965e-02	3.563139e-01	0	0	2.282829e+00	5.821858e+00	MIEN1;APC;EPS8L1;FAM98A;DEF8
GO_Biological_Process_2021	response to reactive oxygen species (GO:0000302)	4/59	7.853170e-02	3.574065e-01	0	0	2.588290e+00	6.585265e+00	FER;AKT1;HMOX1;APOE
GO_Biological_Process_2021	negative regulation of autophagy (GO:0010507)	4/59	7.853170e-02	3.574065e-01	0	0	2.588290e+00	6.585265e+00	GOLGA2;STAT3;AKT1;EIF4G2
GO_Biological_Process_2021	regulation of erythrocyte differentiation (GO:0045646)	3/37	8.044013e-02	3.618039e-01	0	0	3.137847e+00	7.908135e+00	SPI1;STAT3;ACVR1B
GO_Biological_Process_2021	regulation of glucose import (GO:0046324)	3/37	8.044013e-02	3.618039e-01	0	0	3.137847e+00	7.908135e+00	AKT2;INSR;AKT1
GO_Biological_Process_2021	regulation of protein autophosphorylation (GO:0031952)	3/37	8.044013e-02	3.618039e-01	0	0	3.137847e+00	7.908135e+00	MOB1B;PDGFB;CALM1
GO_Biological_Process_2021	glutamate receptor signaling pathway (GO:0007215)	3/37	8.044013e-02	3.618039e-01	0	0	3.137847e+00	7.908135e+00	GRM3;GRIK3;GRIA3
GO_Biological_Process_2021	negative regulation of epithelial cell apoptotic process (GO:1904036)	3/37	8.044013e-02	3.618039e-01	0	0	3.137847e+00	7.908135e+00	IL4;MAPK7;TEK
GO_Biological_Process_2021	neural crest cell migration (GO:0001755)	3/37	8.044013e-02	3.618039e-01	0	0	3.137847e+00	7.908135e+00	SHH;SEMA4F;CORO1C
GO_Biological_Process_2021	phagosome maturation (GO:0090382)	3/37	8.044013e-02	3.618039e-01	0	0	3.137847e+00	7.908135e+00	ATP6V1B2;TCIRG1;MCOLN1
GO_Biological_Process_2021	protein insertion into ER membrane (GO:0045048)	3/37	8.044013e-02	3.618039e-01	0	0	3.137847e+00	7.908135e+00	SGTA;HMOX1;EMD
GO_Biological_Process_2021	DNA metabolic process (GO:0006259)	12/277	8.111149e-02	3.633354e-01	0	0	1.617877e+00	4.063995e+00	MSH6;DNMT1;DBF4;CDC45;TRIM28;UHRF1;TOP3A;DDX23;MCM5;AXIN2;DNASE1;MCM2
GO_Biological_Process_2021	protein localization to plasma membrane (GO:0072659)	7/136	8.122763e-02	3.633354e-01	0	0	1.934466e+00	4.856477e+00	RAB3B;CACNB3;JUP;CDH1;INPP5K;TSPAN33;TSPAN32
GO_Biological_Process_2021	organic substance transport (GO:0071702)	7/136	8.122763e-02	3.633354e-01	0	0	1.934466e+00	4.856477e+00	PEX19;GM2A;ARRDC2;SLC22A18;CD3G;SLC19A1;PLEKHA8
GO_Biological_Process_2021	negative regulation of Wnt signaling pathway (GO:0030178)	9/191	8.125372e-02	3.633354e-01	0	0	1.764560e+00	4.429362e+00	WWOX;STK11;APC;TSC2;DVL3;SOX9;APOE;AXIN2;EMD
GO_Biological_Process_2021	peptidyl-threonine phosphorylation (GO:0018107)	4/60	8.240909e-02	3.679013e-01	0	0	2.541940e+00	6.344833e+00	MAP2K1;AKT1;DYRK1B;ACVR1B
GO_Biological_Process_2021	regulation of protein kinase activity (GO:0045859)	6/110	8.251432e-02	3.679013e-01	0	0	2.055567e+00	5.128195e+00	DAXX;AKT1;TSC2;INPP5K;HSPB1;LCP2
GO_Biological_Process_2021	G1/S transition of mitotic cell cycle (GO:0000082)	5/85	8.446629e-02	3.721687e-01	0	0	2.225528e+00	5.500177e+00	CDKN1B;DBF4;CDC45;CCNE1;ACVR1B
GO_Biological_Process_2021	adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	8/165	8.527667e-02	3.721687e-01	0	0	1.817253e+00	4.473812e+00	ADGRE1;GHRHR;ADCY9;GRK5;ADGRE5;PSAP;GNA12;PRKACB
GO_Biological_Process_2021	Fc-epsilon receptor signaling pathway (GO:0038095)	6/111	8.532323e-02	3.721687e-01	0	0	2.035885e+00	5.010942e+00	FER;LCP2;IKBKG;GAB2;MAP2K7;CALM1
GO_Biological_Process_2021	response to estradiol (GO:0032355)	3/38	8.563559e-02	3.721687e-01	0	0	3.048038e+00	7.491023e+00	GGT5;STAT3;GGT1
GO_Biological_Process_2021	spliceosomal snRNP assembly (GO:0000387)	3/38	8.563559e-02	3.721687e-01	0	0	3.048038e+00	7.491023e+00	PRPF6;SNRPD1;WDR77
GO_Biological_Process_2021	negative regulation of endothelial cell migration (GO:0010596)	3/38	8.563559e-02	3.721687e-01	0	0	3.048038e+00	7.491023e+00	ACVRL1;JUP;APOE
GO_Biological_Process_2021	adenine nucleotide transport (GO:0051503)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	SLC25A42;SLC19A1
GO_Biological_Process_2021	amyloid precursor protein metabolic process (GO:0042982)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	NCSTN;APOE
GO_Biological_Process_2021	regulation of brown fat cell differentiation (GO:0090335)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	FNDC5;TFE3
GO_Biological_Process_2021	regulation of multicellular organism growth (GO:0040014)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	STAT5A;GHRHR
GO_Biological_Process_2021	embryonic digit morphogenesis (GO:0042733)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	SHH;MAP3K20
GO_Biological_Process_2021	regulation of transforming growth factor beta production (GO:0071634)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	LGALS9;LTBP1
GO_Biological_Process_2021	response to interferon-alpha (GO:0035455)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	AXL;TPR
GO_Biological_Process_2021	high-density lipoprotein particle remodeling (GO:0034375)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	APOC2;APOE
GO_Biological_Process_2021	synaptic transmission, glutamatergic (GO:0035249)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	GRIK5;GRIK3
GO_Biological_Process_2021	mitochondrial fission (GO:0000266)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	MTFP1;MX1
GO_Biological_Process_2021	negative regulation of fibroblast proliferation (GO:0048147)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	MED25;EMD
GO_Biological_Process_2021	negative regulation of Rho protein signal transduction (GO:0035024)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	ITGA3;KCTD10
GO_Biological_Process_2021	positive regulation of cartilage development (GO:0061036)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	ACVRL1;SOX9
GO_Biological_Process_2021	positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	HMOX1;HDAC9
GO_Biological_Process_2021	positive regulation of nitric-oxide synthase activity (GO:0051000)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	AKT1;APOE
GO_Biological_Process_2021	positive regulation of phosphoprotein phosphatase activity (GO:0032516)	2/18	8.617349e-02	3.721687e-01	0	0	4.441271e+00	1.088730e+01	CALM1;CD33
GO_Biological_Process_2021	B cell differentiation (GO:0030183)	4/61	8.637900e-02	3.721687e-01	0	0	2.497216e+00	6.115707e+00	IL4;CD79A;KLF6;HDAC9
GO_Biological_Process_2021	regulation of endocytosis (GO:0030100)	4/61	8.637900e-02	3.721687e-01	0	0	2.497216e+00	6.115707e+00	RAB5B;HIP1R;TSC2;APOE
GO_Biological_Process_2021	negative regulation of phosphorylation (GO:0042326)	5/86	8.777047e-02	3.776343e-01	0	0	2.197939e+00	5.347653e+00	CDKN1B;INPP5K;CBFA2T3;CRKL;CORO1C
GO_Biological_Process_2021	Fc receptor signaling pathway (GO:0038093)	6/112	8.818432e-02	3.788843e-01	0	0	2.016575e+00	4.896901e+00	FER;LCP2;IKBKG;GAB2;MAP2K7;CALM1
GO_Biological_Process_2021	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	10/224	9.042415e-02	3.869528e-01	0	0	1.667765e+00	4.008046e+00	PPP5C;TRIM25;HMOX1;HSPB1;S100A4;LGALS9;IKBKG;RHOC;MID2;TMED4
GO_Biological_Process_2021	glucose metabolic process (GO:0006006)	4/62	9.044013e-02	3.869528e-01	0	0	2.454034e+00	5.897207e+00	SLC25A1;BRAT1;ENO2;PPARD
GO_Biological_Process_2021	positive regulation of interleukin-1 production (GO:0032732)	4/62	9.044013e-02	3.869528e-01	0	0	2.454034e+00	5.897207e+00	STAT3;CCL3;HSPB1;LGALS9
GO_Biological_Process_2021	regulation of peptidyl-threonine phosphorylation (GO:0010799)	3/39	9.096967e-02	3.875989e-01	0	0	2.963217e+00	7.103511e+00	DGKQ;INPP5K;CALM1
GO_Biological_Process_2021	regulation of protein tyrosine kinase activity (GO:0061097)	3/39	9.096967e-02	3.875989e-01	0	0	2.963217e+00	7.103511e+00	DLG3;PDGFB;UNC119
GO_Biological_Process_2021	regulation of viral entry into host cell (GO:0046596)	3/39	9.096967e-02	3.875989e-01	0	0	2.963217e+00	7.103511e+00	TRIM25;LGALS9;MID2
GO_Biological_Process_2021	ERAD pathway (GO:0036503)	5/87	9.114116e-02	3.877917e-01	0	0	2.171023e+00	5.200351e+00	JKAMP;SGTA;UBQLN1;TRIM25;UFD1
GO_Biological_Process_2021	positive regulation of cellular catabolic process (GO:0031331)	7/141	9.398624e-02	3.906944e-01	0	0	1.861803e+00	4.402431e+00	MLXIPL;STK11;AKT2;INSR;APOC2;APOE;MID2
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	6/114	9.406202e-02	3.906944e-01	0	0	1.979026e+00	4.678024e+00	ACVRL1;WWOX;MAPK7;ARHGEF18;SOX9;CRKL
GO_Biological_Process_2021	negative regulation of peptidase activity (GO:0010466)	4/63	9.459110e-02	3.906944e-01	0	0	2.412315e+00	5.688702e+00	CSTB;SERPINF1;AKT1;TIMP1
GO_Biological_Process_2021	positive regulation of DNA metabolic process (GO:0051054)	4/63	9.459110e-02	3.906944e-01	0	0	2.412315e+00	5.688702e+00	TMEM161A;TRIM28;PDGFB;FGFR4
GO_Biological_Process_2021	aspartate family amino acid catabolic process (GO:0009068)	2/19	9.462131e-02	3.906944e-01	0	0	4.179804e+00	9.855446e+00	GCDH;DLST
GO_Biological_Process_2021	diol metabolic process (GO:0034311)	2/19	9.462131e-02	3.906944e-01	0	0	4.179804e+00	9.855446e+00	AKT1;CALM1
GO_Biological_Process_2021	endocardial cushion morphogenesis (GO:0003203)	2/19	9.462131e-02	3.906944e-01	0	0	4.179804e+00	9.855446e+00	ACVRL1;SOX9
GO_Biological_Process_2021	folic acid metabolic process (GO:0046655)	2/19	9.462131e-02	3.906944e-01	0	0	4.179804e+00	9.855446e+00	MTHFD2;SLC19A1
