Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	1/21	3.206599e-02	9.344945e-02	0	0	3.324833e+01	1.143729e+02	BAX
GO_Biological_Process_2021	sterol transport (GO:0015918)	1/21	3.206599e-02	9.344945e-02	0	0	3.324833e+01	1.143729e+02	CD36
GO_Biological_Process_2021	neuron apoptotic process (GO:0051402)	1/21	3.206599e-02	9.344945e-02	0	0	3.324833e+01	1.143729e+02	BID
GO_Biological_Process_2021	regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)	1/21	3.206599e-02	9.344945e-02	0	0	3.324833e+01	1.143729e+02	CD36
GO_Biological_Process_2021	positive regulation of smoothened signaling pathway (GO:0045880)	1/21	3.206599e-02	9.344945e-02	0	0	3.324833e+01	1.143729e+02	RAB34
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)	1/21	3.206599e-02	9.344945e-02	0	0	3.324833e+01	1.143729e+02	RPA1
GO_Biological_Process_2021	nucleotide-excision repair, preincision complex stabilization (GO:0006293)	1/21	3.206599e-02	9.344945e-02	0	0	3.324833e+01	1.143729e+02	RPA1
GO_Biological_Process_2021	positive regulation of amyloid precursor protein catabolic process (GO:1902993)	1/22	3.356786e-02	9.564027e-02	0	0	3.166349e+01	1.074718e+02	SP1
GO_Biological_Process_2021	error-free translesion synthesis (GO:0070987)	1/22	3.356786e-02	9.564027e-02	0	0	3.166349e+01	1.074718e+02	RPA1
GO_Biological_Process_2021	female gonad development (GO:0008585)	1/22	3.356786e-02	9.564027e-02	0	0	3.166349e+01	1.074718e+02	KIT
GO_Biological_Process_2021	organelle fusion (GO:0048284)	1/22	3.356786e-02	9.564027e-02	0	0	3.166349e+01	1.074718e+02	BAX
GO_Biological_Process_2021	hexose transmembrane transport (GO:0008645)	1/23	3.506747e-02	9.880890e-02	0	0	3.022273e+01	1.012607e+02	SLC2A9
GO_Biological_Process_2021	cilium-dependent cell motility (GO:0060285)	1/23	3.506747e-02	9.880890e-02	0	0	3.022273e+01	1.012607e+02	DNAH2
GO_Biological_Process_2021	regulation of programmed cell death (GO:0043067)	2/194	3.620617e-02	1.002584e-01	0	0	7.103807e+00	2.357417e+01	BAX;BID
GO_Biological_Process_2021	positive regulation of neuron apoptotic process (GO:0043525)	1/24	3.656484e-02	1.002584e-01	0	0	2.890725e+01	9.564449e+01	BAX
GO_Biological_Process_2021	positive regulation of phospholipase activity (GO:0010518)	1/24	3.656484e-02	1.002584e-01	0	0	2.890725e+01	9.564449e+01	KIT
GO_Biological_Process_2021	nucleotide-excision repair, DNA gap filling (GO:0006297)	1/24	3.656484e-02	1.002584e-01	0	0	2.890725e+01	9.564449e+01	RPA1
GO_Biological_Process_2021	protein insertion into mitochondrial membrane (GO:0051204)	1/24	3.656484e-02	1.002584e-01	0	0	2.890725e+01	9.564449e+01	BAX
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	2/198	3.757537e-02	1.024783e-01	0	0	6.957424e+00	2.283014e+01	RGS20;CD36
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	3/482	3.796334e-02	1.029857e-01	0	0	4.359529e+00	1.426060e+01	RAMP2;SP1;CD36
GO_Biological_Process_2021	regulation of angiogenesis (GO:0045765)	2/203	3.931474e-02	1.039791e-01	0	0	6.782639e+00	2.194967e+01	RAMP2;SP1
GO_Biological_Process_2021	positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	1/26	3.955282e-02	1.039791e-01	0	0	2.659200e+01	8.589531e+01	CCND2
GO_Biological_Process_2021	lamellipodium assembly (GO:0030032)	1/26	3.955282e-02	1.039791e-01	0	0	2.659200e+01	8.589531e+01	KIT
GO_Biological_Process_2021	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	1/26	3.955282e-02	1.039791e-01	0	0	2.659200e+01	8.589531e+01	BID
GO_Biological_Process_2021	mononuclear cell differentiation (GO:1903131)	1/26	3.955282e-02	1.039791e-01	0	0	2.659200e+01	8.589531e+01	RELB
GO_Biological_Process_2021	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/26	3.955282e-02	1.039791e-01	0	0	2.659200e+01	8.589531e+01	BID
GO_Biological_Process_2021	regulation of toll-like receptor signaling pathway (GO:0034121)	1/27	4.104345e-02	1.049027e-01	0	0	2.556795e+01	8.164163e+01	CD36
GO_Biological_Process_2021	negative regulation of endothelial cell apoptotic process (GO:2000352)	1/27	4.104345e-02	1.049027e-01	0	0	2.556795e+01	8.164163e+01	RAMP2
GO_Biological_Process_2021	positive regulation of nitric oxide biosynthetic process (GO:0045429)	1/27	4.104345e-02	1.049027e-01	0	0	2.556795e+01	8.164163e+01	CD36
GO_Biological_Process_2021	cellular response to unfolded protein (GO:0034620)	1/27	4.104345e-02	1.049027e-01	0	0	2.556795e+01	8.164163e+01	BAX
GO_Biological_Process_2021	regulation of reactive oxygen species biosynthetic process (GO:1903426)	1/28	4.253183e-02	1.049027e-01	0	0	2.461975e+01	7.773693e+01	CD36
GO_Biological_Process_2021	regulation of calcium-mediated signaling (GO:0050848)	1/28	4.253183e-02	1.049027e-01	0	0	2.461975e+01	7.773693e+01	P2RX5
GO_Biological_Process_2021	sarcomere organization (GO:0045214)	1/28	4.253183e-02	1.049027e-01	0	0	2.461975e+01	7.773693e+01	WDR1
GO_Biological_Process_2021	positive regulation of nitric oxide metabolic process (GO:1904407)	1/28	4.253183e-02	1.049027e-01	0	0	2.461975e+01	7.773693e+01	CD36
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	1/28	4.253183e-02	1.049027e-01	0	0	2.461975e+01	7.773693e+01	KIT
GO_Biological_Process_2021	protein depolymerization (GO:0051261)	1/28	4.253183e-02	1.049027e-01	0	0	2.461975e+01	7.773693e+01	WDR1
GO_Biological_Process_2021	regulation of response to biotic stimulus (GO:0002831)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	CD36
GO_Biological_Process_2021	regulation of actin polymerization or depolymerization (GO:0008064)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	WDR1
GO_Biological_Process_2021	beta-catenin-TCF complex assembly (GO:1904837)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	TCF7
GO_Biological_Process_2021	positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	BID
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	BAX
GO_Biological_Process_2021	lamellipodium organization (GO:0097581)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	KIT
GO_Biological_Process_2021	telomere maintenance via telomerase (GO:0007004)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	RPA1
GO_Biological_Process_2021	nucleotide-excision repair, preincision complex assembly (GO:0006294)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	RPA1
GO_Biological_Process_2021	mismatch repair (GO:0006298)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	RPA1
GO_Biological_Process_2021	MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	1/29	4.401799e-02	1.049027e-01	0	0	2.373929e+01	7.414151e+01	CD36
GO_Biological_Process_2021	Golgi to plasma membrane protein transport (GO:0043001)	1/30	4.550191e-02	1.064494e-01	0	0	2.291954e+01	7.082140e+01	RAB34
GO_Biological_Process_2021	positive regulation of lipid kinase activity (GO:0090218)	1/30	4.550191e-02	1.064494e-01	0	0	2.291954e+01	7.082140e+01	KIT
GO_Biological_Process_2021	RNA-dependent DNA biosynthetic process (GO:0006278)	1/30	4.550191e-02	1.064494e-01	0	0	2.291954e+01	7.082140e+01	RPA1
GO_Biological_Process_2021	plasma membrane invagination (GO:0099024)	1/30	4.550191e-02	1.064494e-01	0	0	2.291954e+01	7.082140e+01	CD36
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	2/221	4.582487e-02	1.067155e-01	0	0	6.219493e+00	1.917425e+01	KIT;LAMB1
GO_Biological_Process_2021	regulation of macrophage derived foam cell differentiation (GO:0010743)	1/31	4.698360e-02	1.084042e-01	0	0	2.215444e+01	6.774733e+01	CD36
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	7/2206	4.826538e-02	1.084042e-01	0	0	2.356943e+00	7.143989e+00	NFIX;BCL11A;SP1;KIT;TCF7;BAX;RELB
GO_Biological_Process_2021	establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	1/32	4.846306e-02	1.084042e-01	0	0	2.143871e+01	6.489397e+01	WDR1
GO_Biological_Process_2021	hematopoietic progenitor cell differentiation (GO:0002244)	1/32	4.846306e-02	1.084042e-01	0	0	2.143871e+01	6.489397e+01	KIT
GO_Biological_Process_2021	cellular response to topologically incorrect protein (GO:0035967)	1/32	4.846306e-02	1.084042e-01	0	0	2.143871e+01	6.489397e+01	BAX
GO_Biological_Process_2021	long-chain fatty acid transport (GO:0015909)	1/32	4.846306e-02	1.084042e-01	0	0	2.143871e+01	6.489397e+01	CD36
GO_Biological_Process_2021	positive regulation of receptor signaling pathway via STAT (GO:1904894)	1/32	4.846306e-02	1.084042e-01	0	0	2.143871e+01	6.489397e+01	KIT
GO_Biological_Process_2021	modulation by host of symbiont process (GO:0051851)	1/32	4.846306e-02	1.084042e-01	0	0	2.143871e+01	6.489397e+01	SP1
GO_Biological_Process_2021	endodermal cell differentiation (GO:0035987)	1/32	4.846306e-02	1.084042e-01	0	0	2.143871e+01	6.489397e+01	LAMB1
GO_Biological_Process_2021	inflammatory response (GO:0006954)	2/230	4.922021e-02	1.093114e-01	0	0	5.971264e+00	1.798217e+01	KIT;RELB
GO_Biological_Process_2021	positive regulation of cytokine production involved in immune response (GO:0002720)	1/33	4.994030e-02	1.093114e-01	0	0	2.076771e+01	6.223930e+01	KIT
GO_Biological_Process_2021	positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427)	1/33	4.994030e-02	1.093114e-01	0	0	2.076771e+01	6.223930e+01	KIT
GO_Biological_Process_2021	vasculogenesis (GO:0001570)	1/33	4.994030e-02	1.093114e-01	0	0	2.076771e+01	6.223930e+01	RAMP2
GO_Biological_Process_2021	muscle cell development (GO:0055001)	1/33	4.994030e-02	1.093114e-01	0	0	2.076771e+01	6.223930e+01	RAMP2
GO_Biological_Process_2021	positive regulation of calcium ion transport into cytosol (GO:0010524)	1/34	5.141533e-02	1.097147e-01	0	0	2.013737e+01	5.976408e+01	P2RX5
GO_Biological_Process_2021	regulation of activated T cell proliferation (GO:0046006)	1/34	5.141533e-02	1.097147e-01	0	0	2.013737e+01	5.976408e+01	IL27RA
GO_Biological_Process_2021	regulation of amyloid-beta formation (GO:1902003)	1/34	5.141533e-02	1.097147e-01	0	0	2.013737e+01	5.976408e+01	SP1
GO_Biological_Process_2021	B cell receptor signaling pathway (GO:0050853)	1/34	5.141533e-02	1.097147e-01	0	0	2.013737e+01	5.976408e+01	BAX
GO_Biological_Process_2021	cellular response to vascular endothelial growth factor stimulus (GO:0035924)	1/34	5.141533e-02	1.097147e-01	0	0	2.013737e+01	5.976408e+01	RAMP2
GO_Biological_Process_2021	protein localization to chromosome (GO:0034502)	1/34	5.141533e-02	1.097147e-01	0	0	2.013737e+01	5.976408e+01	RPA1
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	2/238	5.231350e-02	1.100937e-01	0	0	5.766511e+00	1.701409e+01	FBLN1;CD36
GO_Biological_Process_2021	positive regulation of cell cycle G1/S phase transition (GO:1902808)	1/35	5.288813e-02	1.100937e-01	0	0	1.954412e+01	5.745142e+01	CCND2
GO_Biological_Process_2021	base-excision repair, gap-filling (GO:0006287)	1/35	5.288813e-02	1.100937e-01	0	0	1.954412e+01	5.745142e+01	RPA1
GO_Biological_Process_2021	cellular response to amyloid-beta (GO:1904646)	1/35	5.288813e-02	1.100937e-01	0	0	1.954412e+01	5.745142e+01	CD36
GO_Biological_Process_2021	cellular response to virus (GO:0098586)	1/35	5.288813e-02	1.100937e-01	0	0	1.954412e+01	5.745142e+01	BAX
GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase activity (GO:0043551)	1/35	5.288813e-02	1.100937e-01	0	0	1.954412e+01	5.745142e+01	KIT
GO_Biological_Process_2021	establishment of protein localization to plasma membrane (GO:0061951)	1/36	5.435873e-02	1.113372e-01	0	0	1.898476e+01	5.528648e+01	RAB34
GO_Biological_Process_2021	telomere maintenance via telomere lengthening (GO:0010833)	1/36	5.435873e-02	1.113372e-01	0	0	1.898476e+01	5.528648e+01	RPA1
GO_Biological_Process_2021	cyclic-nucleotide-mediated signaling (GO:0019935)	1/36	5.435873e-02	1.113372e-01	0	0	1.898476e+01	5.528648e+01	CD36
GO_Biological_Process_2021	endoderm formation (GO:0001706)	1/36	5.435873e-02	1.113372e-01	0	0	1.898476e+01	5.528648e+01	LAMB1
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	2/246	5.547541e-02	1.116542e-01	0	0	5.575184e+00	1.612240e+01	KIT;CD36
GO_Biological_Process_2021	positive regulation of calcium ion transport (GO:0051928)	1/37	5.582711e-02	1.116542e-01	0	0	1.845648e+01	5.325610e+01	P2RX5
GO_Biological_Process_2021	negative regulation of epithelial cell apoptotic process (GO:1904036)	1/37	5.582711e-02	1.116542e-01	0	0	1.845648e+01	5.325610e+01	RAMP2
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)	1/37	5.582711e-02	1.116542e-01	0	0	1.845648e+01	5.325610e+01	RPA1
GO_Biological_Process_2021	phagocytosis, engulfment (GO:0006911)	1/37	5.582711e-02	1.116542e-01	0	0	1.845648e+01	5.325610e+01	CD36
GO_Biological_Process_2021	phagosome maturation (GO:0090382)	1/37	5.582711e-02	1.116542e-01	0	0	1.845648e+01	5.325610e+01	RAB34
GO_Biological_Process_2021	DNA replication initiation (GO:0006270)	1/38	5.729329e-02	1.135083e-01	0	0	1.795676e+01	5.134864e+01	RPA1
GO_Biological_Process_2021	positive regulation of signal transduction (GO:0009967)	2/252	5.789064e-02	1.135083e-01	0	0	5.439724e+00	1.549886e+01	RAB34;BAX
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	2/253	5.829676e-02	1.135083e-01	0	0	5.417777e+00	1.539845e+01	CCND2;KIT
GO_Biological_Process_2021	regulation of T cell differentiation (GO:0045580)	1/39	5.875726e-02	1.135083e-01	0	0	1.748333e+01	4.955372e+01	TCF7
GO_Biological_Process_2021	regulation of cellular component biogenesis (GO:0044087)	1/39	5.875726e-02	1.135083e-01	0	0	1.748333e+01	4.955372e+01	CD36
GO_Biological_Process_2021	regulation of dendrite development (GO:0050773)	1/39	5.875726e-02	1.135083e-01	0	0	1.748333e+01	4.955372e+01	BCL11A
GO_Biological_Process_2021	nucleotide-excision repair, DNA incision (GO:0033683)	1/39	5.875726e-02	1.135083e-01	0	0	1.748333e+01	4.955372e+01	RPA1
GO_Biological_Process_2021	odontogenesis (GO:0042476)	1/39	5.875726e-02	1.135083e-01	0	0	1.748333e+01	4.955372e+01	LAMB1
GO_Biological_Process_2021	DNA recombination (GO:0006310)	1/39	5.875726e-02	1.135083e-01	0	0	1.748333e+01	4.955372e+01	RPA1
GO_Biological_Process_2021	negative regulation of cell-substrate adhesion (GO:0010812)	1/40	6.021904e-02	1.145959e-01	0	0	1.703419e+01	4.786210e+01	FBLN1
GO_Biological_Process_2021	stem cell differentiation (GO:0048863)	1/40	6.021904e-02	1.145959e-01	0	0	1.703419e+01	4.786210e+01	KIT
GO_Biological_Process_2021	digestive tract development (GO:0048565)	1/40	6.021904e-02	1.145959e-01	0	0	1.703419e+01	4.786210e+01	KIT
GO_Biological_Process_2021	regulation of nitric oxide biosynthetic process (GO:0045428)	1/40	6.021904e-02	1.145959e-01	0	0	1.703419e+01	4.786210e+01	CD36
GO_Biological_Process_2021	epithelial cell migration (GO:0010631)	1/41	6.167861e-02	1.160741e-01	0	0	1.660750e+01	4.626547e+01	KIT
GO_Biological_Process_2021	regulation of response to DNA damage stimulus (GO:2001020)	1/41	6.167861e-02	1.160741e-01	0	0	1.660750e+01	4.626547e+01	IER3
GO_Biological_Process_2021	regulation of mitochondrial membrane potential (GO:0051881)	1/41	6.167861e-02	1.160741e-01	0	0	1.660750e+01	4.626547e+01	BAX
GO_Biological_Process_2021	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	1/42	6.313599e-02	1.176482e-01	0	0	1.620163e+01	4.475641e+01	NECTIN4
GO_Biological_Process_2021	translesion synthesis (GO:0019985)	1/42	6.313599e-02	1.176482e-01	0	0	1.620163e+01	4.475641e+01	RPA1
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	2/266	6.366708e-02	1.176482e-01	0	0	5.147597e+00	1.417693e+01	CCND2;FBLN1
GO_Biological_Process_2021	positive regulation of phospholipase C activity (GO:0010863)	1/43	6.459119e-02	1.176482e-01	0	0	1.581508e+01	4.332821e+01	KIT
GO_Biological_Process_2021	negative regulation of type I interferon production (GO:0032480)	1/43	6.459119e-02	1.176482e-01	0	0	1.581508e+01	4.332821e+01	RELB
GO_Biological_Process_2021	male gonad development (GO:0008584)	1/43	6.459119e-02	1.176482e-01	0	0	1.581508e+01	4.332821e+01	KIT
GO_Biological_Process_2021	development of primary male sexual characteristics (GO:0046546)	1/43	6.459119e-02	1.176482e-01	0	0	1.581508e+01	4.332821e+01	KIT
GO_Biological_Process_2021	DNA synthesis involved in DNA repair (GO:0000731)	1/43	6.459119e-02	1.176482e-01	0	0	1.581508e+01	4.332821e+01	RPA1
GO_Biological_Process_2021	myofibril assembly (GO:0030239)	1/43	6.459119e-02	1.176482e-01	0	0	1.581508e+01	4.332821e+01	WDR1
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	2/269	6.492980e-02	1.178441e-01	0	0	5.088984e+00	1.391556e+01	KIT;LAMB1
GO_Biological_Process_2021	positive regulation of biosynthetic process (GO:0009891)	1/44	6.604419e-02	1.181843e-01	0	0	1.544651e+01	4.197483e+01	CD36
GO_Biological_Process_2021	positive regulation of cell-matrix adhesion (GO:0001954)	1/44	6.604419e-02	1.181843e-01	0	0	1.544651e+01	4.197483e+01	CD36
GO_Biological_Process_2021	response to amyloid-beta (GO:1904645)	1/44	6.604419e-02	1.181843e-01	0	0	1.544651e+01	4.197483e+01	CD36
GO_Biological_Process_2021	regulation of endothelial cell apoptotic process (GO:2000351)	1/44	6.604419e-02	1.181843e-01	0	0	1.544651e+01	4.197483e+01	RAMP2
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	2/274	6.705332e-02	1.195706e-01	0	0	4.994168e+00	1.349558e+01	KIT;CD36
GO_Biological_Process_2021	regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	1/45	6.749501e-02	1.199389e-01	0	0	1.509470e+01	4.069080e+01	KIT
GO_Biological_Process_2021	DNA metabolic process (GO:0006259)	2/277	6.833866e-02	1.210164e-01	0	0	4.938934e+00	1.325254e+01	TOP1MT;RPA1
GO_Biological_Process_2021	erythrocyte differentiation (GO:0030218)	1/46	6.894365e-02	1.212457e-01	0	0	1.475852e+01	3.947115e+01	KIT
GO_Biological_Process_2021	postreplication repair (GO:0006301)	1/46	6.894365e-02	1.212457e-01	0	0	1.475852e+01	3.947115e+01	RPA1
GO_Biological_Process_2021	positive regulation of neuron death (GO:1901216)	1/47	7.039011e-02	1.226588e-01	0	0	1.443696e+01	3.831139e+01	BAX
GO_Biological_Process_2021	telomere organization (GO:0032200)	1/47	7.039011e-02	1.226588e-01	0	0	1.443696e+01	3.831139e+01	RPA1
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	3/621	7.046869e-02	1.226588e-01	0	0	3.354889e+00	8.899134e+00	KIT;CD36;IL27RA
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	3/625	7.154738e-02	1.229381e-01	0	0	3.332625e+00	8.789450e+00	P2RX5;CCND2;CD36
GO_Biological_Process_2021	positive regulation of blood vessel endothelial cell migration (GO:0043536)	1/48	7.183440e-02	1.229381e-01	0	0	1.412908e+01	3.720740e+01	SP1
GO_Biological_Process_2021	base-excision repair (GO:0006284)	1/48	7.183440e-02	1.229381e-01	0	0	1.412908e+01	3.720740e+01	RPA1
GO_Biological_Process_2021	Golgi to plasma membrane transport (GO:0006893)	1/48	7.183440e-02	1.229381e-01	0	0	1.412908e+01	3.720740e+01	RAB34
GO_Biological_Process_2021	substrate adhesion-dependent cell spreading (GO:0034446)	1/48	7.183440e-02	1.229381e-01	0	0	1.412908e+01	3.720740e+01	LAMB1
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	2/286	7.224408e-02	1.232257e-01	0	0	4.780233e+00	1.256104e+01	BAX;BID
GO_Biological_Process_2021	response to unfolded protein (GO:0006986)	1/49	7.327651e-02	1.237451e-01	0	0	1.383403e+01	3.615544e+01	BAX
GO_Biological_Process_2021	regulation of interferon-beta production (GO:0032648)	1/49	7.327651e-02	1.237451e-01	0	0	1.383403e+01	3.615544e+01	RELB
GO_Biological_Process_2021	positive regulation of reactive oxygen species metabolic process (GO:2000379)	1/49	7.327651e-02	1.237451e-01	0	0	1.383403e+01	3.615544e+01	CD36
GO_Biological_Process_2021	actin polymerization or depolymerization (GO:0008154)	1/50	7.471646e-02	1.252860e-01	0	0	1.355102e+01	3.515209e+01	WDR1
GO_Biological_Process_2021	negative regulation of ERK1 and ERK2 cascade (GO:0070373)	1/50	7.471646e-02	1.252860e-01	0	0	1.355102e+01	3.515209e+01	FBLN1
GO_Biological_Process_2021	regulation of smoothened signaling pathway (GO:0008589)	1/51	7.615424e-02	1.252860e-01	0	0	1.327933e+01	3.419421e+01	RAB34
GO_Biological_Process_2021	regulation of substrate adhesion-dependent cell spreading (GO:1900024)	1/51	7.615424e-02	1.252860e-01	0	0	1.327933e+01	3.419421e+01	FBLN1
GO_Biological_Process_2021	gonad development (GO:0008406)	1/51	7.615424e-02	1.252860e-01	0	0	1.327933e+01	3.419421e+01	KIT
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	1/51	7.615424e-02	1.252860e-01	0	0	1.327933e+01	3.419421e+01	BAX
GO_Biological_Process_2021	cholesterol transport (GO:0030301)	1/51	7.615424e-02	1.252860e-01	0	0	1.327933e+01	3.419421e+01	CD36
GO_Biological_Process_2021	DNA duplex unwinding (GO:0032508)	1/51	7.615424e-02	1.252860e-01	0	0	1.327933e+01	3.419421e+01	RPA1
GO_Biological_Process_2021	signal transduction in response to DNA damage (GO:0042770)	1/52	7.758986e-02	1.264244e-01	0	0	1.301830e+01	3.327892e+01	BID
GO_Biological_Process_2021	sprouting angiogenesis (GO:0002040)	1/52	7.758986e-02	1.264244e-01	0	0	1.301830e+01	3.327892e+01	RAMP2
GO_Biological_Process_2021	myeloid cell differentiation (GO:0030099)	1/52	7.758986e-02	1.264244e-01	0	0	1.301830e+01	3.327892e+01	KIT
GO_Biological_Process_2021	bicellular tight junction assembly (GO:0070830)	1/53	7.902332e-02	1.283500e-01	0	0	1.276731e+01	3.240358e+01	RAMP2
GO_Biological_Process_2021	regulation of cyclin-dependent protein kinase activity (GO:1904029)	1/54	8.045462e-02	1.302097e-01	0	0	1.252579e+01	3.156576e+01	CCND2
GO_Biological_Process_2021	protein sumoylation (GO:0016925)	1/55	8.188378e-02	1.302097e-01	0	0	1.229321e+01	3.076320e+01	BCL11A
GO_Biological_Process_2021	regulation of blood vessel endothelial cell migration (GO:0043535)	1/55	8.188378e-02	1.302097e-01	0	0	1.229321e+01	3.076320e+01	SP1
GO_Biological_Process_2021	interstrand cross-link repair (GO:0036297)	1/55	8.188378e-02	1.302097e-01	0	0	1.229321e+01	3.076320e+01	RPA1
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	2/310	8.300370e-02	1.302097e-01	0	0	4.402373e+00	1.095694e+01	BAX;BID
GO_Biological_Process_2021	positive regulation of establishment of protein localization to mitochondrion (GO:1903749)	1/56	8.331078e-02	1.302097e-01	0	0	1.206909e+01	2.999383e+01	BID
GO_Biological_Process_2021	blood vessel morphogenesis (GO:0048514)	1/56	8.331078e-02	1.302097e-01	0	0	1.206909e+01	2.999383e+01	RAMP2
GO_Biological_Process_2021	positive regulation of interleukin-1 beta production (GO:0032731)	1/56	8.331078e-02	1.302097e-01	0	0	1.206909e+01	2.999383e+01	CD36
GO_Biological_Process_2021	telomere maintenance (GO:0000723)	1/56	8.331078e-02	1.302097e-01	0	0	1.206909e+01	2.999383e+01	RPA1
GO_Biological_Process_2021	tight junction assembly (GO:0120192)	1/56	8.331078e-02	1.302097e-01	0	0	1.206909e+01	2.999383e+01	RAMP2
GO_Biological_Process_2021	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	1/56	8.331078e-02	1.302097e-01	0	0	1.206909e+01	2.999383e+01	BAX
GO_Biological_Process_2021	peptidyl-tyrosine modification (GO:0018212)	1/56	8.331078e-02	1.302097e-01	0	0	1.206909e+01	2.999383e+01	KIT
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	4/1079	8.348738e-02	1.302097e-01	0	0	2.603824e+00	6.465451e+00	RAMP2;SP1;TCF7;CD36
GO_Biological_Process_2021	cellular response to peptide (GO:1901653)	1/57	8.473563e-02	1.311215e-01	0	0	1.185298e+01	2.925574e+01	CD36
GO_Biological_Process_2021	monocarboxylic acid transport (GO:0015718)	1/57	8.473563e-02	1.311215e-01	0	0	1.185298e+01	2.925574e+01	CD36
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	2/314	8.484336e-02	1.311215e-01	0	0	4.345049e+00	1.071901e+01	TOP1MT;RPA1
GO_Biological_Process_2021	negative regulation of neuron projection development (GO:0010977)	1/58	8.615834e-02	1.323517e-01	0	0	1.164444e+01	2.854715e+01	BCL11A
GO_Biological_Process_2021	positive regulation of mitotic cell cycle phase transition (GO:1901992)	1/58	8.615834e-02	1.323517e-01	0	0	1.164444e+01	2.854715e+01	CCND2
GO_Biological_Process_2021	positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	1/59	8.757892e-02	1.338010e-01	0	0	1.144310e+01	2.786642e+01	KIT
GO_Biological_Process_2021	transcription by RNA polymerase II (GO:0006366)	2/320	8.762653e-02	1.338010e-01	0	0	4.261765e+00	1.037600e+01	NFIX;SP1
GO_Biological_Process_2021	homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	1/60	8.899735e-02	1.354885e-01	0	0	1.124859e+01	2.721201e+01	NECTIN4
GO_Biological_Process_2021	B cell differentiation (GO:0030183)	1/61	9.041365e-02	1.364230e-01	0	0	1.106056e+01	2.658250e+01	KIT
GO_Biological_Process_2021	regulation of DNA-templated transcription, initiation (GO:2000142)	1/61	9.041365e-02	1.364230e-01	0	0	1.106056e+01	2.658250e+01	BAX
GO_Biological_Process_2021	pattern recognition receptor signaling pathway (GO:0002221)	1/61	9.041365e-02	1.364230e-01	0	0	1.106056e+01	2.658250e+01	CD36
GO_Biological_Process_2021	positive regulation of interleukin-1 production (GO:0032732)	1/62	9.182782e-02	1.377417e-01	0	0	1.087869e+01	2.597657e+01	CD36
